Table 1
Timestamp,First and Last Name,City,State,Submitted by:,Comments:,,Sheet,Hyperlink,Province,Country,Submitted By:,Submitted by,Comments
YYYY-08-DD 07:08:SS,Jennifer Mury ,Clayton ,North Carolina,,,,United States,https://findadoc.unchealthcare.org/nc/smithfield/jennifer-mury-md-300-s-third-st,,,,,
,Brittian Beaver,Concord,North Carolina,Patient submitted ,,,United States,,,,,,
,Kaci Farmer,Concord,North Carolina,,,,United States,https://atriumhealth.org/provider-profile/kaci-farmer-1174813513?address_id=2656,,,,,
,Kimberly A. Newman,Concord,North Carolina,,,,United States,https://atriumhealth.org/provider-profile/kimberly-newman-1477574721?utm_campaign=GCRprovider&utm_medium=Organic&utm_source=GMB,,,,,
,Danielle Cohen ,Denver & Lincolnton ,North Carolina,,"LGBTQ+ friendly, accepts Medicaid ",,United States,https://atriumhealth.org/provider-profile/danielle-cohen-1619504784?address_id=87139,,,,,
YYYY-26-DD 10:26:SS,Ankita Desai,Durham,North Carolina,,,,United States,,,,,,
,Jonas Swartz,Durham,North Carolina,,,,United States,,,,,,
YYYY-05-DD 15:05:SS,Lucy Schenkman,Durham,North Carolina,,,,United States,,,,,,
,Nicolette Schreiber,Durham,North Carolina,Patient submitted ,,,United States,,,,,,
,Jennifer B. Gilner,Durham,North Carolina,Patient submitted ,,,United States,https://www.dukehealth.org/find-doctors-physicians/jennifer-b-gilner-md-phd,,,,,
,Elizabeth G. Motyka,Durham,North Carolina,Patient submitted,,,United States,https://www.forwomengyn.com/,,,,,
,Henry N. Pleasant Jr. ,Durham,North Carolina,,,,United States,https://www.dukehealth.org/find-doctors-physicians/henry-n-pleasant-jr-md,,,,,
,Lucy M. Schenkman,Durham ,North Carolina,,,,United States,https://www.dukehealth.org/find-doctors-physicians/lucy-m-schenkman-md,,,,,
,Andrea Dickerson,Fayettesville,North Carolina,Patient submitted,,,United States,,,,,,
,Connette P. McMahon,Fayetteville,North Carolina,Patient submitted,,,United States,https://www.jonescenterforwomen.com/meet-our-doctors,,,,,
,Michael R. Jones,Fayetteville,North Carolina,Patient submitted,,,United States,https://www.jonescenterforwomen.com/meet-our-doctors,,,,,
,Andre Hall,Fayetteville,North Carolina,Patient submitted ,,,United States,https://www.birthandwomenscare.com/our-practice/meet-our-providers/,,,,,
,"Alan ""Shay"" Davis",Fayetteville,North Carolina,,,,United States,https://www.fwc.net/profile/alan-shay-davis/,,,,,
,Erin Hartsell,Gastonia,North Carolina,Patient submitted ,,,United States,,,,,,
,Carolin Haeusler Rossavik,Gastonia,North Carolina,,,,United States,https://caromonthealth.org/doctors/caromont-medical-group/carolin-haeusler-rossavik-do/,,,,,
,Angela Y. Roberts ,Greensboro,North Carolina,Patient submitted,,,United States,https://www.centralcarolinaobgyn.com/team/dr.-angela-y.-roberts,,,,,
,Michelle L. Grewal,Greensboro,North Carolina,,,,United States,https://www.conehealth.com/find-a-doctor/doctor-profile/michelle-grewal/,,,,,
,Kelly A. Fogleman,Greensboro,North Carolina,,,,United States,https://www.wendoverobgyn.com/kelly-a-fogleman,,,,,
,Kelsey Smith,Greensboro,North Carolina,,,,United States,https://gsoobgyn.com/meet-our-providers/,,,,,
YYYY-54-DD 18:54:SS,Dyanna Clark,Greensboro ,North Carolina,,,,United States,https://gvobgyn.com/physicians/dyanna-clark-m-d/,,,,,
,Melissa Davies,Greensboro ,North Carolina,Patient submitted ,,,United States,https://www.eaglemds.com/physicians-and-providers/melissa-davies-do/,,,,,
,Kelley Haven,Greenville,North Carolina,Patient submitted,,,United States,https://www.physicianseast.com/physician/kelley-haven/,,,,,
,Jennifer L. Ferguson ,Greenville,North Carolina,,,,United States,https://locations.ecuhealth.org/providers/details/1847/jennifer-ferguson-obstetrics__gynecology-greenville,,,,,
,Kelley E. Haven ,Greenville,North Carolina,,,,United States,https://locations.ecuhealth.org/Providers/details/1832/kelley-haven-obstetrics__gynecology-greenville?FreeText%3aFullname=kelley+haven,,,,,
,Kori B. Whitley,Greenville,North Carolina,,,,United States,https://locations.ecuhealth.org/Providers/details/1322/kori-whitley-obstetrics__gynecology-greenville?FreeText%3aFullname=kori+whitley,,,,,
,Scott R. Avery,Greenville,North Carolina,,,,United States,https://locations.ecuhealth.org/Providers/details/1455/scott-avery-obstetrics__gynecology-greenville?FreeText%3aFullname=scott+avery,,,,,
,Kelley E. Haven ,Greenville ,North Carolina,Patient submitted,,,United States,https://locations.ecuhealth.org/Providers/details/1832,,,,,
,Rebecca L. Skaret ,Hampstead ,North Carolina,Patient submitted,,,United States,https://www.wilmingtonhealth.com/providers/rebecca-l-skaret-md-facog/,,,,,
,Anita Krishna Das,Hendersonville ,North Carolina,Patient submitted,,,United States,https://www.myprivia.com/hvilleobgyn/providers/dr-krishna-das-md-facog,,,,,
,Maridee Spearman ,Hendersonville ,North Carolina,Patient submitted,,,United States,https://www.unchealth.org/care-services/doctors/s/maridee-spearman-md-facog,,,,,
YYYY-12-DD 21:12:SS,"Jill Katherine Simon, MD",Hickory,North Carolina,,,,United States,https://www.fryecarephysicians.com/provider/1124463336/jill-katherine-simon-md,,,,,
,Abigail R. Gifford,High Point ,North Carolina,Patient submitted,,,United States,https://www.wakehealth.edu/providers/g/abigail-rose-gifford,,,,,
,Amy Bryant,Hillsborough ,North Carolina,Patient submitted,,,United States,https://www.unchealth.org/care-services/doctors/b/amy-bryant-md-mscr,,,,,
,Bridget Anne Tobin,Holly Springs,North Carolina,Patient submitted ,,,United States,https://www.northcarolinaobgynmidwifery.com/about-obgyn-medical-office-raleigh/staff/,,,,,
,Chrisanne Roach,Holly Springs,North Carolina,Patient submitted,,,United States,https://www.northcarolinaobgynmidwifery.com/about-obgyn-medical-office-raleigh/staff/,,,,,
,Bridget A. Tobin ,Holly Springs,North Carolina,,,,United States,https://www.unchealth.org/care-services/doctors/t/bridget-anne-tobin-md,,,,,
,Aundrea Lynn Marra,Huntersville,North Carolina,Patient submitted,,,United States,https://atriumhealth.org/provider-profile/aundrea-marra-1285892448,,,,,
,Jheel Shah ,Huntersville,North Carolina,,,,United States,https://www.novanthealth.org/pf/providers/1396108411/jheel-shah,,,,,
,Brianna S. Whittemore,Jacksonville,North Carolina,Patient submitted,,,United States,https://doctor.webmd.com/doctor/brianna-whittemore-3c9a0edd-5617-4b86-ac6c-4f1344c55964-overview,,,,,
,Joseph L. Cooper ,Kenansville,North Carolina,,,,United States,https://duplinobgyn.org/about/,,,,,
,Meaghan M. Aalto,Lexington & Thomasville,North Carolina,,,,United States,https://www.novanthealth.org/pf/providers/1487940292/meaghan-aalto,,,,,
,Kellen C. Goldschmidt,Lincolnton,North Carolina,Patient submitted,,,United States,https://atriumhealth.org/provider-profile/kellen-goldschmidt-1730568049?address_id=32735,,,,,
,Ebony Parson,Matthews,North Carolina,,,,United States,https://www.novanthealth.org/pf/providers/1588950729/about-me,,,,,
YYYY-38-DD 22:38:SS,Jessica Rhodes DO,Mooresville,North Carolina,,,,United States,,,,,,
,Nicole S. Wellbaum,Mooresville,North Carolina,,,,United States,https://piedmonthealthcare.com/provider/wellbaum-nicole-s-md/,,,,,
,Jessica Rhodes,Mooresville,North Carolina,,,,United States,https://lakeshorewomen.com/providers/,,,,,
,NailaRashida Frye,Mooresville,North Carolina,Patient submitted,,,United States,https://piedmonthealthcare.com/provider/nailarashida-frye-md/,,,,,
YYYY-08-DD 18:08:SS,Nicole Wellbaum,Mooresville ,North Carolina,,,,United States,,,,,,
,Nicole M. D'Andrea,Morehead City,North Carolina,,,,United States,https://carteretobgyn.com/meet-the-doctors/doctor-nicole-m-dandrea/,,,,,
,Olivia J. McCallum,Morehead City,North Carolina,,,,United States,https://carteretobgyn.com/meet-the-doctors/doctor-olivia-j-mccallum/,,,,,
,Sheli Garrett-Albaugh ,Morehead City,North Carolina,,,,United States,https://carteretobgyn.com/meet-the-doctors/doctor-sheli-garrett-albaugh/,,,,,
,Jeremy Belch,New Bern,North Carolina,,,,United States,https://easterncarolinawomens.com/jeremy-belch-md/,,,,,
,Jeremy Belch ,New Bern ,North Carolina,,,,United States,https://easterncarolinawomens.com/jeremy-belch-md/,,,,,
,Rolvix H. Patterson,New Bern ,North Carolina,,,,United States,https://easterncarolinawomens.com/rolvix-h-patterson-md-facog/,,,,,
,Cassandra Hornbuckle,North Wilkesboro,North Carolina,Patient submitted,Transgender friendly ,,United States,https://www.wakehealth.edu/providers/h/cassandra-hornbuckle,,,,,
,Michaela Beynon,Oxford,North Carolina,,,,United States,https://www.mariaparham.com/find-a-doctor/provider/1881117075,,,,,
,Stephen Szabo,Pinehurst,North Carolina,Patient submitted,,,United States,https://pinehurstsurgical.com/providers/stephen-a-szabo-md-facog-facs/,,,,,
,Abigail Hardin,Raleigh,North Carolina,,,,United States,,,,,,
,Alan Segal,Raleigh,North Carolina,,,,United States,https://www.raleighob.com/meet-our-providers/alan-b-segal-md/,,,,,
,Brian Brimmage,Raleigh,North Carolina,,,,United States,https://www.raleighob.com/meet-our-providers/brian-c-brimmage-md/,,,,,
,Brooke Murphy,Raleigh,North Carolina,,,,United States,https://www.raleighob.com/provider/dr-murphy/,,,,,
,Camaryn Chrisman-Robbins,Raleigh,North Carolina,,,,United States,https://www.raleighob.com/meet-our-providers/camaryn-chrisman-robbins-md/,,,,,
,Claire Sellars,Raleigh,North Carolina,,,,United States,https://capitalareaobgyn.com/providers/,,,,,
,Jenifer Briscoe,Raleigh,North Carolina,,,,United States,https://www.raleighob.com/meet-our-providers/jenifer-r-briscoe-md/,,,,,
,Joanna Evans,Raleigh,North Carolina,,,,United States,https://www.wakemed.org/provider/joanna-evans-md-ob-gyn,,,,,
,Katie Brown,Raleigh,North Carolina,,,,United States,https://www.dukehealth.org/find-doctors-physicians/florence-k-brown-md,,,,,
,Nan Wang,Raleigh,North Carolina,,,,United States,https://www.associatesinwomenshealthcare.net/,,,,,
YYYY-48-DD 06:48:SS,Prashanti Aryal,Raleigh,North Carolina,,,,United States,,,,,,
,Tanneisha S.Barlow,Raleigh,North Carolina,,,,United States,https://findadoc.unchealthcare.org/nc/raleigh/tanneisha-s-barlow-md-4414-lake-boone-trail,,,,,
,Tatiana Acosta,Raleigh,North Carolina,,Speaks spanish,,United States,https://www.raleighob.com/provider/tatiana-acosta-md-mph/,,,,,
,Caledonia Buckheit,Raleigh,North Carolina,,Speaks Spanish,,United States,https://www.kmobgyn.com/provider/caledonia-buckheit/,,,,,
,Jenna Beckham,Raleigh,North Carolina,,,,United States,https://www.wakemed.org/provider/jenna-beckham-md-msph-facog-ob-gyn,,,,,
,Prashanti Aryal,Raleigh ,North Carolina,,,,United States,https://wakewomenshealth.com/our-gynecologists/,,,,,
,Corey S. Bolac,Raleigh ,North Carolina,,,,United States,https://www.dukehealth.org/find-doctors-physicians/corey-s-bolac-md?utm_source=bing&utm_medium=local&utm_campaign=evergreen,,,,,
,Jeffrey Sabolovic,Rutherfordton,North Carolina,,,,United States,https://atriumhealth.org/provider-profile/jeffrey-sabolovic-1053453399,,,,,
YYYY-57-DD 19:57:SS,Hollis Konitzer,Shelby,North Carolina,,,,United States,https://atriumhealth.org/provider-profile/hollis-konitzer-1508270570?address_id=4772,,,,,
YYYY-19-DD 14:19:SS,Katie Borders,Shelby ,North Carolina,,,,United States,,,,,,
,Martyn D. Woleben,Whiteville,North Carolina,Patient submitted ,,,United States,https://doctor.webmd.com/doctor/martyn-woleben-dfae2b42-f646-4495-b635-1f203eee4950-overview,,,,,
,Jordan Hauck,Wilmington,North Carolina,,,,United States,https://www.wilmingtonhealth.com/providers/jordan-hauck-do/,,,,,
,Todd Beste,Wilmington,North Carolina,Patient submitted,,,United States,https://www.novanthealth.org/pf/providers/1427040104/todd-beste,,,,,
YYYY-40-DD 17:40:SS,Amanda LaBenne,Wilmington ,North Carolina,,,,United States,,,,,,
,Lee Ann Garner,Wilmington ,North Carolina,Patient submitted ,,,United States,https://www.novanthealth.org/pf/providers/1699092346/lee-garner,,,,,
,Suzanne Fiscus,Wilson,North Carolina,Patient submitted,,,United States,https://wilsonobgyn.com/doctor/suzanne-fiscus/,,,,,
YYYY-19-DD 19:19:SS,Kim Zander MD,Winston Salem,North Carolina,,,,United States,,,,,,
,April Miller,Winston-Salem,North Carolina,Patient submitted,,,United States,https://www.wakehealth.edu/providers/m/april-milan-miller,,,,,
,Temple Steele ,Winston-Salem,North Carolina,,,,United States,https://www.novanthealth.org/pf/providers/1538522479/temple-steele/ratings,,,,,
,Erik C. Usher,Winston-Salem,North Carolina,Patient submitted,,,United States,https://www.lyndhurstgyn.com/providers/erik-c-usher-do/,,,,,
,Laura Rankin,Winston-Salem and Lexington,North Carolina,,Speaks spanish,,United States,https://www.wakehealth.edu/providers/r/laura-rankin,,,,,
,Thomas J. McDonald,Albemarle,North Carolina ,Patient submitted,,,United States,https://atriumhealth.org/provider-profile/thomas-mcdonald-1053319327,,,,,
,Diana Spahlinger McCarthy,Cary,North Carolina ,Patient submitted,,,United States,https://www.wakemed.org/provider/diana-spahlinger-mccarthy-md-mph-facog-ob-gyn,,,,,
,Landon Williams,Cary,North Carolina ,,,,United States,https://tp4w.com/dr-landon-williams,,,,,
,Anna C. Raines,Charlotte,North Carolina ,,,,United States,https://atriumhealth.org/provider-profile/anna-raines-1386271898?address_id=47346,,,,,
,Savannah Pena,Charlotte,North Carolina ,Patient submitted,,,United States,https://www.novanthealth.org/pf/providers/1750812434/savannah-pena,,,,,
,Mollie E. Kotzen,Durham,North Carolina ,,,,United States,https://www.dukehealth.org/find-doctors-physicians/mollie-e-kotzen-md-mph?utm_source=google&utm_medium=local&utm_campaign=evergreen,,,,,
,Tristan G. Sanz ,Winston-Salem ,North Carolina ,Patient submitted ,,,United States,https://www.lyndhurstgyn.com/providers/tristan-g-sanz-md/,,,,,
,Heather Sandness Nelson,Bismarck,North Dakota,,,,United States,https://www.middakotaclinic.com/doctors/heather_sandnessnelson/,,,,,
,Jessica Sedevie,Bismarck,North Dakota,,,,United States,https://www.sanfordhealth.org/doctors/jessica-sedevie,,,,,
,Joshua Sayler,Bismarck,North Dakota,Patient submitted,,,United States,https://www.sanfordhealth.org/doctors/joshua-sayler,,,,,
,Peter Klemin,Bismarck,North Dakota,Patient submitted,,,United States,https://www.sanfordhealth.org/doctors/peter-klemin,,,,,
YYYY-28-DD 15:28:SS,Rachel Peterson,Bismarck ,North Dakota,,,,United States,,,,,,
,Rhonda Schafer-McLean,Bismarck ,North Dakota,Patient submitted ,,,United States,https://balancend.com/team-member/dr-rhonda-schafer-mclean/,,,,,
,Caitlin Pandolfo,Fargo,North Dakota,,,,United States,https://www.essentiahealth.org/find-doctor-provider/profile/caitlin-pandolfo/,,,,,
,Jared Sander,Fargo,North Dakota,,,,United States,https://www.essentiahealth.org/find-doctor-provider/profile/jared-sander/,,,,,
,Jedidiah Perkerewicz,Fargo,North Dakota,Patient submitted,,,United States,https://www.sanfordhealth.org/doctors/jedidiah-perkerewicz,,,,,
,Lacey Krebsbach,Fargo,North Dakota,,,,United States,https://www.sanfordhealth.org/doctors/lacey-krebsbach,,,,,
,Michaela Heller,Fargo,North Dakota,,,,United States,https://www.essentiahealth.org/find-doctor-provider/profile/michaela-heller/,,,,,
,Tamara Jacobson,Fargo,North Dakota,Patient submitted,,,United States,https://www.sanfordhealth.org/doctors/tamara-jacobson?yxt_info=provider-EEEBC13D-D571-46AD-AC62-1A2E319C0CCE&y_source=1_MTk2NTM1NDItNDgzLWxvY2F0aW9uLndlYnNpdGU%3D,,,,,
,Angela Strang,Fargo ,North Dakota,Patient submitted ,,,United States,,,,,,
YYYY-23-DD 08:23:SS,Jordan Coauette,Fargo ,North Dakota,,,,United States,,,,,,
,Joyoti Saha,Fargo ,North Dakota,Patient submitted ,,,United States,,,,,,
,Erica Argall ,Fargo ,North Dakota,Patient submitted ,,,United States,https://www.sanfordhealth.org/doctors/erica-argall,,,,,
,Brenden Boe,Grand Forks,North Dakota,,,,United States,,,,,,
,Pierre Barbot,Grand Forks,North Dakota,Patient submitted,,,United States,https://www.altru.org/find-a-provider/pierre-a-barbot-md/,,,,,
,Jessie Fauntleroy,Minot,North Dakota,Patient submitted ,,,United States,,,,,,
,Jon Dangerfield,West Fargo,North Dakota,Patient submitted,LGBTQ+ friendly,,United States,https://www.sanfordhealth.org/doctors/jon-dangerfield,,,,,
YYYY-05-DD 00:05:SS,Christine Arnold,Akron,Ohio,,,,United States,https://physicians.summahealth.org/provider/Christine+M+Arnold/789493,,,,,
,David Biats,Akron,Ohio,Patient submitted,,,United States,https://my.clevelandclinic.org/staff/24363-david-biats,,,,,
,Jacqueline Zuponcic,Akron,Ohio,Patient submitted,,,United States,https://my.clevelandclinic.org/staff/24557-jacqueline-zuponcic,,,,,
,Jessica Clemons,Akron,Ohio,,,,United States,,,,,,
,Justin Wexler,Akron,Ohio,,,,United States,https://physicians.summahealth.org/provider/Justin+I+Wexler/2006564,,,,,
YYYY-39-DD 14:39:SS,Marissa Levine,Akron,Ohio,,,,United States,https://my.clevelandclinic.org/staff/29566-marissa-levine,,,,,
,Whitney Sommers,Akron,Ohio,,,,United States,,,,,,
,Timothy Tulley Kermode,Athens,Ohio,Patient submitted ,,,United States,,,,,,
,Daniel Hall,Barberton,Ohio,Patient submitteed,,,United States,,,,,,
,Kathy Jender,Bowling Green,Ohio,Patient submitted,,,United States,https://www.woodcountyhospital.org/providers/kathy-jender-fnp-bc-msn,,,,,
,Jay Hoppe,Canton,Ohio,,,,United States,,,,,,
,Julie Yang,Canton,Ohio,,,,United States,,,,,,
YYYY-36-DD 21:36:SS,Sara Lemin,Canton,Ohio,,,,United States,,,,,,
,Sareena Singh,Canton,Ohio,,,,United States,https://aultmandocs.com/physicians/sareena-singh,,,,,
,Caroline Peterson,Centerville,Ohio,Patient submitted,,,United States,https://ketteringphysiciannetwork.org/practicedoc.cfm?DID=676&p=190,,,,,
,Michelle L. Durrant,Centerville,Ohio,,,,United States,https://doctors.premierhealth.com/provider/Michelle+Lee+Durrant/2552525?utmsource=bing&utmmedium=website&utmcampaign=kyruussoci,,,,,
,Alan Altman,Cincinnati,Ohio,Patient submitted ,,,United States,,,,,,
YYYY-10-DD 19:10:SS,Amanda Jackson,Cincinnati,Ohio,,,,United States,,,,,,
,Anita Weisberger,Cincinnati,Ohio,Patient submitted,,,United States,https://www.thechristhospital.com/physician-details?Provider=D2V40JSN09,,,,,
,Anna Stecher,Cincinnati,Ohio,Patient submitted ,,,United States,,,,,,
,Betsy LeRoy,Cincinnati,Ohio,,,,United States,https://directory.trihealthpho.com/provider/Elizabeth+LeRoy/775581,,,,,
